;id;valor_previsto
0;13518783164498355150900635905895481162;80836.6121416129
1;299896161723793383246777788797566040330;79047.99698432453
2;316180649972302128246133616457018378621;250312.3939862868
3;222527157104148385909188217274642813298;106274.20243179683
4;160460343059850745858546502614838368036;93000.97021440776
5;262727202368986244371977784343233436999;65698.55602236341
6;254093764205800086330999281077926851120;142274.87031780387
7;26118184613036116787803832945215674478;206494.7989412638
8;216524630140335566712794225427064313;201177.1612438123
9;185631381169816366226494379020452029389;249390.33489841293
10;193325654448132563278364141820152041311;140031.23082284024
11;238917637717691361625086479663492481749;84738.66334368305
12;55430829679256880238551444522175018156;112515.6526372341
13;215317645068876070368783807654911699750;248158.13131687895
14;81597227204971961501733390453078413740;170409.89675408276
15;144896666825908872755051834814298387194;91892.48956173476
16;184599608599423525451999366981389806783;177054.9116916271
17;332523842755767369964829329030378044388;123238.13197272355
18;115343777354602647202140618045743635008;191161.26385688625
19;20757170217235469489036110086071917277;91556.93578154399
20;185526399598537813925895625787601650168;104688.3129083348
21;60658042813489826886245400795986219027;88066.26160473553
22;252469656136469704862465423825396909961;325323.55282995885
23;144289133420257677937750963126363910239;45298.66748942682
24;286704706212186527658783613441315754259;126031.7612095054
25;104788498292328609834480593297039083847;67765.77377429369
26;83091551517048057678460117003997132666;258303.35403559747
27;253819240599250454081144283787356606601;77838.44552195468
28;47552100267769170589122325402191982347;151707.8354461157
29;143932540867090135955180920741784357244;210713.57605533284
30;196345985565471044954698780677909306202;256437.52404244768
31;244792708737468723430839923035345593106;80765.0423296389
32;84589940414664494482357035061818012137;82875.08676072973
33;272199586960887794853261858460695880945;159998.73677865448
34;49959439507026713714422386346459644032;75909.0487659665
35;281026519311657672970881937258693325762;50248.7748347563
36;93074564150014753673961081882123830374;168047.72678081496
37;26728401390792884431172378844166640182;357371.25310417503
38;188211565885838356078706489204052877949;48601.96354998271
39;72487946181948797581370306862646034491;114945.58813909367
40;228864048115975611203958077134700148633;124437.66139470381
41;112454259487642510247400972640243226784;124657.30698935862
42;222663295482952330188872827964862490542;54550.577831737006
43;174300102534868734265445704595501072047;100769.13257150135
44;65616068149477861830943576277231644996;160584.37519591427
45;12512429268260634755522419284910697215;366038.58133164013
46;336344009530167442733355949279054127993;57640.88533046743
47;79522286518792634854353998912967788405;81666.40887488781
48;82689802293775881487902613650793199776;151707.8354461157
49;145087209205382180995284342956932775590;80271.9989287631
50;148379644220249469735831915363404593938;78686.9991831491
51;81783415914068556337040372580510327746;129651.58690581108
52;17392005129747944984443660408573750669;81841.12363724211
53;221003909581330971303914733428302885356;190595.7601292375
54;32270994133870633595828638411924379558;123238.13197272355
55;44743423162474884539743903954385097896;138623.69210880666
56;256739781367016694034266877805520625472;253425.59291783784
57;102069821313289958956134954896763391138;165046.29436864093
58;295239204594155572903470420706758961711;89566.19592791129
59;217043924033496343963491521400562422856;99027.22381390692
60;230630223901851276472648163541398202700;81712.86845321095
61;228794583325189840821498523768389390979;92587.70174705939
62;226883211751919793077312253417502568887;122877.13417154812
63;178727794896076301413017290746899811351;77919.13438898728
64;233324434070255280697734700180958891999;113670.08623594
65;120196782885257163651164953359063822616;55525.694896338
66;307587965035124177469706843302286678852;97956.2812785698
67;147918433942232310306879997092064646229;76708.99945739613
68;322862357217576382174561616320866894896;177564.44941903843
69;239523402888574028389406143855331971634;375057.4437250885
70;113509983214540261664688743850173663995;79835.97997662869
71;109891169875096641331353504149265117244;147970.40622307255
72;14047284765259674200352849951505593080;104036.8288471573
73;185048785858081984334746723407963750558;136618.1067031228
74;233408161489868303803711823496315975517;55199.29764989351
75;271868823659695867806389462405507434039;165048.24530316298
76;234266752075173490649523075655294035700;99933.10291319789
77;135193714861901808768224625797727405125;90496.35459888872
78;65383514239248595231552479759479421653;127339.40982479154
79;763500554236946546082152173974002095;67790.66441810048
80;263071556455718053803505933844459615897;96514.95424785551
81;251187863725990533753089128740859478739;48291.252471576794
82;254288424794027625207128200628830798586;281742.64572639106
83;286319605986498380547161295324785273852;136134.31989094854
84;18156444762146185587945140921021289232;112140.73142505196
85;132399590521100913284690334248594447552;78267.51957221418
86;103484450878268999171337512911053865440;285948.6153042863
87;3912270241651523146374566983699340012;225351.6560773635
88;289442719100949424990356122406061188257;78704.44863559732
89;78107569099680024366542029001316825040;82746.83157669856
90;35630579392702895703343792092821020757;126893.60822167138
91;180495442974534219664033650975071179678;97733.06765395851
92;310808003231123687601982759789167595573;89704.42373755519
93;281412885789869246852489114984059535931;93943.53331055427
94;115834922999693545296191213987693964898;100246.88337130085
95;5731801982113473737231393645963779999;120650.68824618078
96;256716164818036322373140286568690396129;148943.77815956337
97;287091925155434474451326927701130603179;153273.7406356026
98;34260218896401614964439670738816901101;73155.44382511491
99;129711525134942617432200032446355408594;84612.80981098536
100;63813447393601008165654825811986411111;79507.02692992009
101;233957718806307342910872106898233148735;131245.7143963158
102;138508589382193076883186189654019084427;104216.68198107235
103;171762617476835661595108367117122969376;59684.67579198611
104;7122736344425113322294078330615663312;68128.30805653018
105;32931879047335602142815671990698948947;99138.18530973792
106;230483121396274655509988841957998046697;114525.29576903417
107;315766672381283490639653109260892751611;175864.4512111965
108;301104161774368724925476221283740970391;64669.80941947696
109;227510606246395701960366267332503216714;86306.89803866869
110;228659121972304442863099815886729581779;114132.03088318282
111;68086809059173658965599732460689150208;211604.9178856124
112;169041392389609942283143480484429958744;50331.37200273858
113;149581053128777628511664656027161538796;82518.99965513207
114;66252420228989686258481184814476626799;249030.400137545
115;262859967351480229982146627310415934358;130183.37386321038
116;317829998963593347122303395131613360494;86698.0698135428
